"LeftTag","LeftMaster","Date","Year","Ranch","Part","Sex.x","Age","Xloc","Yloc","AdjWt","HindFootLength","BodyLength","BCS","Lactation","RumpFat","Arrival_Time","Fecal","AnnualRain","rain_1month_Previous","rain_2month_Previous","rain_3month_Previous","rain_April","rain_March_April","rain_March_July","rain_July_August","Percent_Sand","AnnualBiomass","WoodyCover","Capt_Loc"
5763,"5763",2016-11-04,2016,"ES",NA,FALSE,1.5,653946.1055,2938672.926,28.576296,14,50.5,3,"No - Not lactating",NA,"16:04",63.5053883,558.37887748429,6.05591293647298,85.5563775265707,155.089906230073,31.0044371940946,71.7113305493898,275.496928324068,31.5735584431103,55.2441556981131,2119.21629012577,36.0939987543094,"ES"
5809,"5809",2016-11-04,2016,"ES",NA,FALSE,1.5,653967.9342,2935350.188,33.112216,13.5,52.375,3,"No - Not lactating",NA,"11:11",53.04593233,562.857055664062,6.83500027656556,85.0780008416623,158.814001178369,33.3209999650717,74.3930008391617,274.790001167799,31.4830004884861,54.6652941397127,1549.43251926377,45.8668674500959,"ES"
1784,"1784",2016-10-29,2016,"BV",NA,FALSE,5.5,551595.3869,2982879.924,46.266384,14.75,59.5,3,"No - Not lactating",NA,"11:43",126.5118148,582.677393597658,6.92486587418014,41.5662791076932,156.443334429214,15.381860230945,80.5272516339619,282.787334537228,120.888340289918,65.0301999222679,2934.96877178312,20.9889821206455,"BV"
1829,"1829",2016-10-29,2016,"BV",NA,FALSE,6.5,552704.4213,2981951.023,49.89512,14,54.875,3,"No - Not lactating",NA,"12:00",118.3833864,569.572998046875,6.72000018320978,39.3920002803206,151.424999978393,17.4539998471737,80.64700075984,276.305001206696,119.249999884516,64.4523060539792,3042.64751466471,21.5651009964696,"BV"
4096,"4096",2016-10-29,2016,"BV",NA,FALSE,2.5,551127.2045,2981766.942,40.82328,13.75,51.75,3,"No - Not lactating",NA,"10:57",146.7762975,590.91362382196,7.05362579976036,42.9328328662904,159.597402674433,14.0795018833189,80.4519882335198,286.861539218705,121.918051939903,66.0575271365821,2598.92293197662,31.8994177541321,"BV"
4190,"4190",2016-10-29,2016,"BV",NA,FALSE,6.5,554317.5461,2982084.84,36.740952,13.625,53.625,1.5,"No - Not lactating",NA,"13:41",75.3041637,569.572998046875,6.72000018320978,39.3920002803206,151.424999978393,17.4539998471737,80.64700075984,276.305001206696,119.249999884516,65.7219651086938,3093.95991355154,15.6406023320043,"BV"
5437,"5437",2016-10-29,2016,"BV",NA,FALSE,1.5,554252.9253,2982659.756,24.493968,13,47.5,3,"No - Not lactating",NA,NA,141.9495329,569.572998046875,6.72000018320978,39.3920002803206,151.424999978393,17.4539998471737,80.64700075984,276.305001206696,119.249999884516,65.4280426246312,3115.1486495433,15.5151851756606,"BV"
5878,"5878",2016-10-29,2016,"BV",NA,FALSE,2.5,551148.3288,2982160.68,41.730464,14.375,51.75,3,"No - Not lactating",NA,"11:22",152.6073585,590.636095282927,7.04928709709433,42.8867853836673,159.491122989642,14.1233862332789,80.4545243138622,286.724254557861,121.883354710459,66.0563941241928,2708.37242001682,28.1204693382226,"BV"
5993,"5993",2016-10-29,2016,"BV",NA,FALSE,6.5,550650.0647,2981425.629,38.55532,13.625,57,1,"No - Not lactating",NA,"10:54",154.2202908,591.897033691406,7.06899979710579,43.0960000455379,159.973999947309,13.9239996671677,80.4430017471313,287.348001226783,122.041000008583,65.9558012482896,2440.56024272196,32.2348545974197,"BV"
2638,"2638",2016-11-12,2016,"SAV","E",FALSE,6.5,527566.4412,2972615.552,43.09124,14.5,32.5,1,"Yes - Lactating",NA,"9:57",121.1348459,590.515414662155,61.470667409088,78.0456846076742,182.582541871298,13.3725628724146,82.8264739754843,296.401572008837,111.367047901715,58.5433506041344,2711.55428772976,22.729434447943,"SAVE"
3762,"3762",2016-11-12,2016,"SAV","E",FALSE,6.5,525389.8477,2971910.538,37.874932,14,57.125,1,"Yes - Lactating",NA,"9:30",87.72503292,604.030029296875,52.6059997472912,82.116000700742,201.50100331381,12.7780002355576,83.6740016341209,291.174000665429,123.090002633515,56.266247843914,3079.56476880266,21.2475530253943,"SAVE"
3772,"3772",2016-11-12,2016,"SAV","E",FALSE,4.5,527432.3145,2974227.24,47.173568,14.625,58.5,4,"No - Not lactating",NA,"11:46",93.75942206,591.300378820863,60.9557843301803,78.2820992102382,183.681375583666,13.3380291196844,82.8757005981832,296.09794099511,112.04794776807,56.0931222871103,2614.55593056653,25.1258060843027,"SAVE"
3778,"3778",2016-11-12,2016,"SAV","E",FALSE,5.5,527214.3328,2973763.131,48.080752,15,52.5,3,"No - Not lactating",NA,"11:52",150.1077631,593.432658277377,59.5571540876641,78.9242966847018,186.666251421641,13.2442215098896,83.0094199726665,295.273156620247,113.89754660754,55.9837368451907,2969.41910450804,18.1482262875573,"SAVE"
3824,"815-3824",2016-11-12,2016,"SAV","E",FALSE,6.5,529213.1466,2975147.89,43.09124,14.375,54.625,2,"No - Not lactating",NA,"15:31",66.58920871,604.323782881083,65.0809667838285,81.8172937049253,188.261203168682,12.6533871981204,80.6164096460693,302.335076346773,116.413435581246,58.9604658589638,2883.84725714671,22.9930749096742,"SAVE"
6033,"6033",2016-11-12,2016,"SAV","E",FALSE,4.5,526063.9658,2973945.994,42.637648,14.5,53.125,3.5,"No - Not lactating",NA,"8:52",323.5170769,604.030029296875,52.6059997472912,82.116000700742,201.50100331381,12.7780002355576,83.6740016341209,291.174000665429,123.090002633515,56.7475243035189,2469.66417074229,29.0058086510894,"SAVE"
6045,"6045",2016-11-12,2016,"SAV","E",FALSE,4.5,525355.142,2971831.276,39.916096,14.375,53.5,2.5,"No - Not lactating",NA,"9:28",275.292172,604.030029296875,52.6059997472912,82.116000700742,201.50100331381,12.7780002355576,83.6740016341209,291.174000665429,123.090002633515,56.3052195996822,3056.49119671257,22.2361699103617,"SAVE"
6049,"6049",2016-11-12,2016,"SAV","E",FALSE,4.5,525460.4478,2971382.143,38.55532,14.25,55.875,2,"Yes - Lactating",NA,"9:42",230.337781,604.030029296875,52.6059997472912,82.116000700742,201.50100331381,12.7780002355576,83.6740016341209,291.174000665429,123.090002633515,56.5723166154119,2558.03863577061,34.4136440631507,"SAVE"
6053,"6053",2016-11-12,2016,"SAV","E",FALSE,4.5,525353.6455,2971883.883,36.28736,14.125,52.875,2.5,"No - Not lactating",NA,"9:52",157.1252669,604.030029296875,52.6059997472912,82.116000700742,201.50100331381,12.7780002355576,83.6740016341209,291.174000665429,123.090002633515,56.2889664496158,3089.18022921856,21.3062079731276,"SAVE"
6057,"6057",2016-11-12,2016,"SAV","E",FALSE,5.5,526811.1118,2973154.754,40.369688,14.5,55.25,2,"No - Not lactating",NA,"10:15",395.5712157,598.345357392856,56.3347577294848,80.4038977544031,193.543303509835,13.028091977592,83.3175048490367,293.372881561802,118.158959226273,56.7319876913429,2916.99025958498,18.9070628934857,"SAVE"
6063,"6063",2016-11-12,2016,"SAV","E",FALSE,5.5,526845.7189,2973087.93,43.544832,13.25,52.375,3.5,"No - Not lactating",NA,"10:32",120.1530706,597.916702887839,56.6159259189898,80.2747960835606,192.943250608254,13.0469502254734,83.2906230948158,293.538688879821,117.787132319349,56.9102518044659,2879.19229417917,19.7913929007592,"SAVE"
6071,"6071",2016-11-12,2016,"SAV","E",FALSE,6.5,528920.3275,2973188.664,43.998424,14.25,53.125,2.5,"No - Not lactating",NA,"11:11",179.1839072,590.460021972656,61.507001244463,78.029001501156,182.505000299541,13.3749998211861,82.8230001926422,296.422998386435,111.318998733535,59.5807253107918,3158.03896901201,14.2061826436458,"SAVE"
6075,"6075",2016-11-12,2016,"SAV","E",FALSE,3.5,528734.7669,2973418.506,43.09124,14,53.125,3,"No - Not lactating",NA,"12:10",256.8284063,590.460021972656,61.507001244463,78.029001501156,182.505000299541,13.3749998211861,82.8230001926422,296.422998386435,111.318998733535,59.4177391176409,3061.30341998145,16.1022585537812,"SAVE"
6089,"6089",2016-11-12,2016,"SAV","E",FALSE,1.5,527670.78,2974220.563,33.565808,13.5,51,2,"No - Not lactating",NA,"11:43",131.0045874,590.460021972656,61.507001244463,78.029001501156,182.505000299541,13.3749998211861,82.8230001926422,296.422998386435,111.318998733535,56.5363907789007,2605.13926365372,25.2044604302149,"SAVE"
6093,"6093",2016-11-12,2016,"SAV","E",FALSE,5.5,525856.9407,2974986.034,43.09124,13.625,54.75,3.5,"No - Not lactating",NA,"12:05",173.3217967,606.57811237028,55.3800931273775,85.140614163778,193.666402453836,12.3877455426409,86.9825371094967,301.910180507185,116.980093379035,56.5517426607245,2100.80705800264,37.0136626104346,"SAVE"
860,"860",2016-11-12,2016,"SAV","E",FALSE,6.5,527593.3609,2976010.478,39.462504,13.875,55.875,2,"No - Not lactating",NA,"14:23",199.3974278,610.383056640625,66.642998598516,83.4729987978935,190.777000233415,12.3380003084894,79.6520006170031,304.918999936199,118.64000221889,56.2641016951533,2794.80495523441,24.4655230961803,"SAVE"
922,"922",2016-11-12,2016,"SAV","E",FALSE,6.5,526185.6295,2973753.859,42.864444,13.875,55.25,2,"Yes - Lactating",NA,"8:54",112.1354989,604.030029296875,52.6059997472912,82.116000700742,201.50100331381,12.7780002355576,83.6740016341209,291.174000665429,123.090002633515,56.6766526324543,2610.41297374194,25.6889500337288,"SAVE"
4583,"4583",2016-11-18,2016,"SAV","N",FALSE,2.5,521060.0935,2989839.668,41.730464,13.5,51.25,3.5,"No - Not lactating",NA,"11:17",85.68772199,634.972045898438,36.6029994785786,84.587001234293,118.965001271106,11.4280002375599,83.131001557922,291.026002439903,130.99800375849,57.6011764858092,3156.33976363709,16.4197053155795,"SAVN"
6140,"6140",2016-11-18,2016,"SAV","N",FALSE,6.5,521461.3771,2991535.541,48.987936,14.125,55.25,3,"No - Not lactating",NA,"9:00",99.95844131,634.972045898438,36.6029994785786,84.587001234293,118.965001271106,11.4280002375599,83.131001557922,291.026002439903,130.99800375849,55.0359689639331,2589.70014732248,25.9400385123953,"SAVN"
6148,"6148",2016-11-18,2016,"SAV","N",FALSE,1.5,521002.2832,2991659.588,29.029888,14,48.25,2.5,"No - Not lactating",NA,"9:27",109.1867068,634.972045898438,36.6029994785786,84.587001234293,118.965001271106,11.4280002375599,83.131001557922,291.026002439903,130.99800375849,55.9333259345959,2583.30648672716,29.6416342403674,"SAVN"
6152,"6152",2016-11-18,2016,"SAV","N",FALSE,1.5,521241.5017,2991245.637,30.844256,12.625,48,3.5,"No - Not lactating",NA,"9:10",97.88860288,634.972045898438,36.6029994785786,84.587001234293,118.965001271106,11.4280002375599,83.131001557922,291.026002439903,130.99800375849,55.2522111134203,2833.12572473537,22.382795719242,"SAVN"
6156,"6156",2016-11-18,2016,"SAV","N",FALSE,1.5,520951.6415,2991637.794,38.55532,14.625,50.375,5,"No - Not lactating",NA,"9:22",129.2964316,634.972045898438,36.6029994785786,84.587001234293,118.965001271106,11.4280002375599,83.131001557922,291.026002439903,130.99800375849,55.9971840842417,2598.15242091213,29.8469009817948,"SAVN"
6202,"6202",2016-11-18,2016,"SAV","N",FALSE,1.5,521529.3918,2990510.568,38.55532,15.625,55.125,2.5,"No - Not lactating",NA,"10:38",94.98431231,634.972045898438,36.6029994785786,84.587001234293,118.965001271106,11.4280002375599,83.131001557922,291.026002439903,130.99800375849,56.3352182539793,3028.46180745517,17.5201076830652,"SAVN"
6212,"6212",2016-11-18,2016,"SAV","N",FALSE,2.5,520746.3891,2990359.275,39.008912,14.625,53.5,2.5,"No - Not lactating",NA,"11:19",72.88550107,634.972045898438,36.6029994785786,84.587001234293,118.965001271106,11.4280002375599,83.131001557922,291.026002439903,130.99800375849,58.2774993929831,3069.05387393723,16.7794878635682,"SAVN"
6287,"6287",2016-11-18,2016,"SAV","N",FALSE,1.5,521238.491,2988287.885,39.6893,14.125,52.125,2.5,"No - Not lactating",NA,"11:57",131.6846576,605.536606223782,38.7726842173133,80.7698295905279,99.549293868915,12.3968981607417,89.1268415165725,297.062285998662,112.340878421699,56.4870374726514,2583.25049832783,25.5068841211153,"SAVN"
681,"681",2016-11-18,2016,"SAV","N",FALSE,6.5,521009.6891,2989495.118,42.637648,14,53.75,1.5,"Yes - Lactating",NA,"11:37",51.2555788,634.972045898438,36.6029994785786,84.587001234293,118.965001271106,11.4280002375599,83.131001557922,291.026002439903,130.99800375849,57.0933944059732,3114.93281548738,17.7484923806669,"SAVN"
5178,"5178",2016-11-11,2016,"SAV","W",FALSE,6.5,513348.9302,2982608.759,35.833768,14,54.875,1.5,"Yes - Lactating",NA,"14:32",108.3565164,627.241027832031,23.3530005384237,102.509000347927,239.224999548867,14.475000500679,96.5550009012222,270.105999527383,147.255998952198,50.5442805594321,2751.84327379296,18.5857526733126,"SAVW"
5208,"5208",2016-11-11,2016,"SAV","W",FALSE,6.5,511563.2341,2981926.926,48.080752,14,65.625,3.5,"No - Not lactating",NA,"12:10",220.5407409,627.241027832031,23.3530005384237,102.509000347927,239.224999548867,14.475000500679,96.5550009012222,270.105999527383,147.255998952198,51.5763218298615,2394.35914469313,32.0364399324964,"SAVW"
5232,"5232",2016-11-11,2016,"SAV","W",FALSE,6.5,511664.9831,2982015.738,43.09124,14.375,55.25,2,"No - Not lactating",NA,"11:56",109.171601,627.241027832031,23.3530005384237,102.509000347927,239.224999548867,14.475000500679,96.5550009012222,270.105999527383,147.255998952198,51.5048660221945,2420.59388053511,31.439770560902,"SAVW"
5626,"5626",2016-11-11,2016,"SAV","W",FALSE,5.5,511576.771,2982530.021,48.080752,14,57,4,"No - Not lactating",NA,"9:41",198.707727,627.241027832031,23.3530005384237,102.509000347927,239.224999548867,14.475000500679,96.5550009012222,270.105999527383,147.255998952198,51.3534134036186,2447.92733841795,30.2596673440554,"SAVW"
5628,"5628",2016-11-11,2016,"SAV","W",FALSE,6.5,511576.771,2982530.021,44.452016,14.875,55.25,2,"Yes - Lactating",NA,"9:42",14.47286949,627.241027832031,23.3530005384237,102.509000347927,239.224999548867,14.475000500679,96.5550009012222,270.105999527383,147.255998952198,51.3534134036186,2447.92733841795,30.2596673440554,"SAVW"
5630,"5630",2016-11-11,2016,"SAV","W",FALSE,6.5,511576.9694,2982530.132,41.276872,13,49.75,5,"No - Not lactating",NA,"9:47",84.73568013,627.241027832031,23.3530005384237,102.509000347927,239.224999548867,14.475000500679,96.5550009012222,270.105999527383,147.255998952198,51.3532304806503,2447.92749828999,30.25989587343,"SAVW"
5636,"5636",2016-11-11,2016,"SAV","W",FALSE,1.5,510678.7023,2982749.634,28.576296,12.875,48,4,"No - Not lactating",NA,"10:05",150.8398442,620.549697958709,22.1886319477289,100.280083376766,236.809393263854,14.6830087380845,96.2744689335707,266.205844235846,146.280910240501,51.9623135806526,2020.85009245434,35.0259923654505,"SAVW"
5646,"5646",2016-11-11,2016,"SAV","W",FALSE,6.5,509406.9438,2982801.226,50.802304,14.5,58.875,4.5,"Yes - Lactating",NA,"10:42",76.75157154,593.657043457031,17.5089998245239,91.3219995349646,227.100999496877,15.5190000534058,95.147002581507,250.531003696844,142.361999601126,50.6641954451278,1787.57950114861,42.4734752072447,"SAVW"
5648,"5648",2016-11-11,2016,"SAV","W",FALSE,3.5,509622.2478,2982873.936,39.462504,14.125,54.125,2,"No - Not lactating",NA,"10:44",189.6942238,593.657043457031,17.5089998245239,91.3219995349646,227.100999496877,15.5190000534058,95.147002581507,250.531003696844,142.361999601126,50.828587589021,1605.56364935704,44.3231975688231,"SAVW"
5664,"5664",2016-11-11,2016,"SAV","W",FALSE,6.5,510351.0697,2981458.577,53.070264,14,55.75,4,"No - Not lactating",NA,"11:36",83.2850043,610.821743714938,20.4958556853715,97.0396509486665,233.297549152676,14.9854141872426,95.8666274137392,260.535740842657,144.863311863112,50.4501577904851,1769.35851555858,44.8678748251828,"SAVW"
5674,"5674",2016-11-11,2016,"SAV","W",FALSE,2.5,511817.8229,2981495.205,46.039588,14.5,54,3,"Yes - Lactating",NA,"12:12",138.2828349,627.241027832031,23.3530005384237,102.509000347927,239.224999548867,14.475000500679,96.5550009012222,270.105999527383,147.255998952198,51.7043731422572,2108.30990502356,39.1025875407326,"SAVW"
5693,"5693",2016-11-11,2016,"SAV","W",FALSE,2.5,513623.8863,2982110.418,41.730464,14.5,51.25,3,"Yes - Lactating",NA,"14:35",102.0207513,627.241027832031,23.3530005384237,102.509000347927,239.224999548867,14.475000500679,96.5550009012222,270.105999527383,147.255998952198,50.7721746146688,2952.2194663254,15.458816832778,"SAVW"
6008,"6008",2016-11-11,2016,"SAV","W",FALSE,6.5,514526.803,2980188.659,48.534344,14.375,57.25,2,"No - Not lactating",NA,"15:18",289.6898371,639.482023773423,27.3125146708027,108.517080677603,241.816532400107,13.2502004521409,96.8354332947039,281.17764379141,143.841658042491,52.9600543581105,2253.9960122287,34.5310395084412,"SAVW"
6011,"6011",2016-11-11,2016,"SAV","W",FALSE,3.5,514539.6862,2980035.605,44.905608,13.625,56.875,2.5,"No - Not lactating",NA,"15:25",62.06201408,639.168554462662,27.9604215233949,108.665107767987,241.842454120075,13.0997977378501,96.6653155738469,281.423815428849,143.843124676293,53.4983445516043,2319.17777480288,33.3560433185216,"SAVW"
6015,"6015",2016-11-11,2016,"SAV","W",FALSE,2.5,515593.8658,2979099.188,45.3592,13.625,55.75,3.5,"No - Not lactating",NA,"15:59",344.9837424,651.426482524963,35.0003176823469,112.549543313861,251.067454562799,10.9577006724134,94.9101866500132,290.421942890068,151.98554744283,56.866440423378,2788.08349741319,24.2168054547762,"SAVW"
6017,"6017",2016-11-11,2016,"SAV","W",FALSE,3.5,516546.777,2981597.022,44.452016,13.625,53,3.5,"No - Not lactating",NA,"15:58",179.8704571,649.669006347656,30.546999707818,113.50000102818,243.9520010259,12.2460003197193,97.08499994874,290.357999347616,140.980999459978,54.6755836670071,2957.94504057372,18.428878996931,"SAVW"
2570,"2570",2021-11-14,2021,"SAV","N",FALSE,6.5,525524.0033,2987927.666,49.89512,14.125,58.25,3,"No - Not lactating",3,"11:01",30.56101144,539.984680175781,71.0753998868167,84.7939995937049,93.2276994017884,13.9818995781243,14.7505995519459,401.460692944675,112.320497243665,56.0331519388358,2211.9573779059,34.3175948547789,"SAVN"
7163,"7163",2021-11-14,2021,"SAV","N",FALSE,4.5,523978.0349,2989359.067,48.080752,14.125,55.625,2.5,"No - Not lactating",2,"11:14",32.38581634,538.778725909594,71.0107738858914,88.9888573740943,96.6102486316344,10.5617560977409,11.2025640102719,392.758217303471,109.857606032867,56.3023044921922,1799.4380654498,40.0811038047979,"SAVN"
9853,"9853",2021-11-14,2021,"SAV","N",FALSE,0.5,524294.9391,2989521.389,20.41164,12.375,41.5,3,"No - Not lactating",0,"11:29",31.9069839,538.739990234375,71.0086980760098,89.1235976815224,96.7188973026932,10.4518998861313,11.0885998606682,392.47869072482,109.778497100866,55.8384688367723,1833.09392788937,40.8493274486123,"SAVN"
9855,"9855",2021-11-14,2021,"SAV","N",FALSE,2.5,524069.6339,2989645.559,40.82328,14.5,53.5,2.5,"Yes - Lactating",0,"11:32",35.19421913,538.739990234375,71.0086980760098,89.1235976815224,96.7188973026932,10.4518998861313,11.0885998606682,392.47869072482,109.778497100866,55.6303198257592,1718.80420134049,42.7546048651379,"SAVN"
9863,"9863",2021-11-14,2021,"SAV","N",FALSE,0.5,524686.0552,2990022.461,14.061352,11.125,34.625,3,"No - Not lactating",0,"12:04",70.26048425,538.739990234375,71.0086980760098,89.1235976815224,96.7188973026932,10.4518998861313,11.0885998606682,392.47869072482,109.778497100866,55.0185631068614,1525.76797348831,49.4419616140919,"SAVN"
9865,"9865",2021-11-14,2021,"SAV","N",FALSE,1.5,524741.3712,2990439.031,39.008912,13.875,51.625,3.5,"No - Not lactating",7,"12:09",39.87243957,538.739990234375,71.0086980760098,89.1235976815224,96.7188973026932,10.4518998861313,11.0885998606682,392.47869072482,109.778497100866,54.9244207876051,1044.88583679236,60.3332854586728,"SAVN"
9873,"9873",2021-11-14,2021,"SAV","N",FALSE,0.5,525505.1883,2990975.43,17.236496,11.75,39.625,3,"No - Not lactating",0,"12:27",89.22208991,538.739990234375,71.0086980760098,89.1235976815224,96.7188973026932,10.4518998861313,11.0885998606682,392.47869072482,109.778497100866,55.6535346949708,990.796653501002,62.0761404009403,"SAVN"
9876,"9876",2021-11-14,2021,"SAV","N",FALSE,3.5,526407.0223,2990934.882,36.740952,14.5,53.125,2.5,"No - Not lactating",0,"10:00",24.94604797,545.025226606286,70.2158770126484,88.6592342361694,96.355247178118,10.2413931202602,10.9032486388562,398.620938668041,109.677419599669,55.6470922658049,1179.79527330777,52.6080528403683,"SAVN"
9891,"9891",2021-11-14,2021,"SAV","N",FALSE,6.5,525293.6337,2987543.192,50.348712,14.875,51.5,4,"Yes - Lactating",10,"11:00",36.07150082,539.984680175781,71.0753998868167,84.7939995937049,93.2276994017884,13.9818995781243,14.7505995519459,401.460692944675,112.320497243665,56.754481182289,2248.61074890692,33.3519283329795,"SAVN"
9893,"9893",2021-11-14,2021,"SAV","N",FALSE,3.5,525487.5574,2987507.809,42.637648,13.25,52.125,3,"Yes - Lactating",0,"10:54",20.23819144,539.984680175781,71.0753998868167,84.7939995937049,93.2276994017884,13.9818995781243,14.7505995519459,401.460692944675,112.320497243665,56.2836370605948,2178.7341692878,34.4943038672196,"SAVN"
9895,"9895",2021-11-14,2021,"SAV","N",FALSE,3.5,525456.0875,2988103.415,46.266384,14.75,54.375,3.5,"Yes - Lactating",0,"11:04",25.05724293,539.979372614274,71.0751154593849,84.8124617081557,93.2425864407028,13.9668470820258,14.7349841862589,401.422392217998,112.309657739254,56.1302947541126,2296.19722386641,33.2640640681785,"SAVN"
9901,"9901",2021-11-14,2021,"SAV","N",FALSE,2.5,527876.9331,2989221.61,43.09124,14.125,58.75,2.5,"No - Not lactating",0,"8:46",27.1715528,590.0659478325,63.9471077770696,84.4636523774606,92.9128880713925,8.93768549388623,9.80184927154979,443.109634132708,107.7269593303,57.4780717347943,1669.10150357826,38.407290291999,"SAVN"
9914,"9914",2021-11-14,2021,"SAV","N",FALSE,3.5,527765.987,2990761.384,38.55532,14.375,51.25,2,"Yes - Lactating",0,"9:29",29.5705323,593.907958984375,64.0497986711562,85.047698777169,93.5269984588958,8.60419997572899,9.46169996261597,446.391594319139,108.891300486866,58.9512105651928,1972.34208220753,37.4593175471691,"SAVN"
9917,"9917",2021-11-14,2021,"SAV","N",FALSE,2.5,527281.0095,2991068.564,39.462504,14.125,52.25,3,"No - Not lactating",10,"9:47",38.1713047,586.278462477404,65.012184996132,85.6113783390258,93.9684245550734,8.85972905051199,9.68669333051808,438.935668009481,109.013996022353,58.01796110484,1711.42804731548,40.0159304535647,"SAVN"
9942,"9942",2021-11-14,2021,"SAV","N",FALSE,5.5,527894.1264,2989295.969,46.719976,14.5,57.5,2.5,"Yes - Lactating",0,"8:31",33.54608725,591.645801263909,63.989334765744,84.7038150610674,93.1654132111198,8.8005546477332,9.66197824263611,444.459191918283,108.205742003962,57.7395773444583,1675.48520872777,38.5371921758529,"SAVN"
9948,"9948",2021-11-14,2021,"SAV","N",FALSE,4.5,528274.6556,2990602.585,54.43104,14.25,60,2.5,"Yes - Lactating",0,"8:42",41.55144124,593.907958984375,64.0497986711562,85.047698777169,93.5269984588958,8.60419997572899,9.46169996261597,446.391594319139,108.891300486866,59.1889121416404,2341.68435332084,34.1996822345428,"SAVN"
10259,"10259",2021-11-13,2021,"SAV","N",FALSE,6.5,518863.9162,2991813.176,54.43104,16.5,57.5,3.5,"No - Not lactating",10,"9:41",53.73760942,467.847820338477,54.7854595429961,74.9632296364604,75.5803458684263,11.3024375558141,11.6947626959931,339.819492514343,124.987713353815,55.6076220572619,964.718639573716,49.0152591153951,"SAVN"
10261,"10261",2021-11-13,2021,"SAV","N",FALSE,0.5,519657.3834,2991824.368,20.865232,12.125,40.5,3.5,"No - Not lactating",10,"9:56",50.9,468.178192138672,57.7945994734764,78.3387987101451,79.0070986980572,10.6651997379959,11.063599716872,336.388188976794,119.832397228922,57.1709353565176,914.510959606669,49.3493622594214,"SAVN"
10269,"10269",2021-11-13,2021,"SAV","N",FALSE,3.5,518778.5373,2991873.08,36.740952,13.375,52.375,3,"No - Not lactating",7,"10:13",26.22053699,467.75299583009,53.9217653220993,73.9943615982385,74.5967868835433,11.485339857901,11.8759213759166,340.804357659863,126.467410824467,55.4689971522398,989.938477922441,48.5829820664212,"SAVN"
10274,"10274",2021-11-13,2021,"SAV","N",FALSE,0.5,520126.5132,2993645.468,17.236496,12,37.625,3,"No - Not lactating",0,"11:27",57.31700619,493.603745115232,67.3320980779326,89.7853756593783,90.0214164181149,8.75811141485885,9.35260691558102,342.157023191442,121.520305888662,59.0232474759337,1136.69649241642,50.2690623182229,"SAVN"
10276,"10276",2021-11-13,2021,"SAV","N",FALSE,1.5,520291.6235,2991807.328,37.194544,14.125,50.625,3.5,"No - Not lactating",4,"10:27",31.0111884,468.178192138672,57.7945994734764,78.3387987101451,79.0070986980572,10.6651997379959,11.063599716872,336.388188976794,119.832397228922,57.6711435872822,817.817244156305,51.6611734930765,"SAVN"
10282,"10282",2021-11-13,2021,"SAV","N",FALSE,5.5,520617.8174,2992821.101,55.791816,14.5,56.625,4,"Yes - Lactating",13,"10:44",47.83379749,470.152776506525,58.535295090604,79.2277560488595,79.8624861742961,10.5170925643012,10.9307215984667,336.836204792674,119.963482600279,59.6752247895825,919.14062475015,54.964644643972,"SAVN"
10286,"10286",2021-11-13,2021,"SAV","N",FALSE,0.5,520195.5777,2993553.205,14.061352,11,36.375,3,"No - Not lactating",0,"11:03",35.09219397,485.844193298453,64.4213761482283,86.292027568023,86.6599882850064,9.34013024749536,9.87477991657699,340.396449171588,121.005177870825,59.1408203287567,1096.60251965248,51.3618552822634,"SAVN"
10290,"10290",2021-11-13,2021,"SAV","N",FALSE,6.5,520698.3337,2992944.4,40.82328,14.5,56.75,1.5,"Yes - Lactating",0,"11:16",49.60323932,472.973091400201,59.5932366577888,80.4974610374312,81.0842430555799,10.3055498849244,10.7409307024771,337.476109422073,120.150712901095,59.6165087812931,968.042991481792,54.0300026484396,"SAVN"
10292,"10292",2021-11-13,2021,"SAV","N",FALSE,3.5,520291.1816,2993605.528,42.184056,14.375,54.25,3,"Yes - Lactating",5,"11:12",32.74457039,486.731390406979,64.7541768228975,86.6914434619952,87.0443209617675,9.27358446784017,9.81507667757911,340.597746387798,121.064075613727,59.1873802411099,1137.22142089228,50.4430482399368,"SAVN"
10299,"10299",2021-11-13,2021,"SAV","N",FALSE,4.5,520236.7485,2993541.088,34.926584,14.125,52.25,2.5,"No - Not lactating",0,"11:25",38.6069792,485.342859291698,64.2333183941175,86.0663271362218,86.4428110208829,9.37773368649062,9.90851679842148,340.282700897408,120.971896155685,59.2043520378448,1096.25667691992,51.5443095789752,"SAVN"
10330,"10330",2021-11-13,2021,"SAV","N",FALSE,5.5,521286.7766,2992419.718,49.441528,14.5,58.625,4,"No - Not lactating",14,"11:43",61.25799869,468.178192138672,57.7945994734764,78.3387987101451,79.0070986980572,10.6651997379959,11.063599716872,336.388188976794,119.832397228922,58.0511743069917,1056.24267858142,47.4116713046923,"SAVN"
10333,"10333",2021-11-13,2021,"SAV","N",FALSE,1.5,521991.8022,2992455.497,28.122704,13.875,47.125,3,"No - Not lactating",0,"12:16",52.4857293,468.178192138672,57.7945994734764,78.3387987101451,79.0070986980572,10.6651997379959,11.063599716872,336.388188976794,119.832397228922,57.8927108203182,1201.54433154537,44.7564989295431,"SAVN"
